security_id,nse_symbol,isin,company_name,issuer_id,exchange_id,listing_date,active_flag,_source_file,_extracted_date,_quality_issues,_confidence_score,_manual_review_required
1,20MICRONS,INE144J01027,20 MICRONS LIMITED,1,1,2008-10-06,True,nse_symbols_consolidated.csv,2026-06-01,,1.0,False
2,21STCENMGM,INE253B01015,21ST CENTURY MANAGEMENT SERVICES LIMITED,2,1,1995-05-03,True,nse_symbols_consolidated.csv,2026-06-01,,1.0,False
3,360ONE,INE466L01038,360 ONE WAM LIMITED,3,1,2019-09-19,True,nse_symbols_consolidated.csv,2026-06-01,,1.0,False
4,3BBLACKBIO,INE994E01018,3B BLACKBIO DX LIMITED,4,1,2026-04-20,True,nse_symbols_consolidated.csv,2026-06-01,,1.0,False
5,3IINFOLTD,INE748C01038,3I INFOTECH LIMITED,5,1,2021-10-22,True,nse_symbols_consolidated.csv,2026-06-01,,1.0,False
6,3MINDIA,INE470A01017,3M INDIA LIMITED,6,1,2004-08-13,True,nse_symbols_consolidated.csv,2026-06-01,,1.0,False
7,3PLAND,INE105C01023,3P LAND HOLDINGS LIMITED,7,1,1995-07-19,True,nse_symbols_consolidated.csv,2026-06-01,,1.0,False
8,5PAISA,INE618L01018,5PAISA CAPITAL LIMITED,8,1,2017-11-16,True,nse_symbols_consolidated.csv,2026-06-01,,1.0,False
9,63MOONS,INE111B01023,63 MOONS TECHNOLOGIES LIMITED,9,1,2005-06-20,True,nse_symbols_consolidated.csv,2026-06-01,,1.0,False
10,A2ZINFRA,INE619I01012,A2Z INFRA ENGINEERING LIMITED,10,1,2010-12-23,True,nse_symbols_consolidated.csv,2026-06-01,,1.0,False
11,AAATECH,INE0D0U01013,AAA TECHNOLOGIES LIMITED,11,1,2022-11-28,True,nse_symbols_consolidated.csv,2026-06-01,,1.0,False
12,AADHARHFC,INE883F01010,AADHAR HOUSING FINANCE LIMITED,12,1,2024-05-15,True,nse_symbols_consolidated.csv,2026-06-01,,1.0,False
13,AAKASH,INE087Z01024,AAKASH EXPLORATION SERVICES LIMITED,13,1,2020-09-29,True,nse_symbols_consolidated.csv,2026-06-01,,1.0,False
14,AAREYDRUGS,INE198H01019,AAREY DRUGS AND PHARMACEUTICALS LIMITED,14,1,2021-08-06,True,nse_symbols_consolidated.csv,2026-06-01,,1.0,False
15,AARNAV,INE750R01016,AARNAV FASHIONS LIMITED,15,1,2026-02-25,True,nse_symbols_consolidated.csv,2026-06-01,,1.0,False
16,AARON,INE721Z01010,AARON INDUSTRIES LIMITED,16,1,2020-11-06,True,nse_symbols_consolidated.csv,2026-06-01,,1.0,False
17,AARTECH,INE01C001026,AARTECH SOLONICS LIMITED,17,1,2023-07-10,True,nse_symbols_consolidated.csv,2026-06-01,,1.0,False
18,AARTIDRUGS,INE767A01016,AARTI DRUGS LIMITED,18,1,2003-09-19,True,nse_symbols_consolidated.csv,2026-06-01,,1.0,False
19,AARTIIND,INE769A01020,AARTI INDUSTRIES LIMITED,19,1,1995-02-08,True,nse_symbols_consolidated.csv,2026-06-01,,1.0,False
20,AARTIPHARM,INE0LRU01027,AARTI PHARMALABS LIMITED,20,1,2023-01-30,True,nse_symbols_consolidated.csv,2026-06-01,,1.0,False
21,AARTISURF,INE09EO01013,AARTI SURFACTANTS LIMITED,21,1,2020-07-14,True,nse_symbols_consolidated.csv,2026-06-01,,1.0,False
