issuer_id,issuer_name,sector,market_cap_category,country
542,DATAMATICS GLOBAL SERVICES LIMITED,,,India
543,DATA PATTERNS (INDIA) LIMITED,,,India
544,DAVANGERE SUGAR COMPANY LIMITED,,,India
545,D.B.CORPORATION LIMITED,,,India
546,DEEPAK BUILDERS AND ENGINEERS INDIA LIMITED,,,India
547,DILIP BUILDCON LIMITED,,,India
548,DHAMPUR BIO ORGANICS LIMITED,,,India
549,VALOR ESTATE LIMITED,,,India
550,DB (INTERNATIONAL) STOCK BROKERS LIMITED,,,India
551,DISHMAN CARBOGEN AMCIS LIMITED,,,India
552,DCB BANK LIMITED,,,India
553,DC INFOTECH AND COMMUNICATION LIMITED,,,India
554,DCM LIMITED,,,India
555,DCM FINANCIAL SERVICES LIMITED,,,India
556,DCM NOUVELLE LIMITED,,,India
557,DCM SHRIRAM LIMITED,,,India
558,DCM SHRIRAM INTERNATIONAL LIMITED,,,India
559,DCM SHRIRAM INDUSTRIES LIMITED,,,India
560,DCW LIMITED,,,India
561,DCX SYSTEMS LIMITED,,,India
562,DDEV PLASTIKS INDUSTRIES LIMITED,,,India
563,DECCAN CEMENTS LIMITED,,,India
564,DECCAN GOLD MINES LIMITED,,,India
565,DEE DEVELOPMENT ENGINEERS LIMITED,,,India
566,DEEP POLYMERS LIMITED,,,India
567,DEEPAK FERTILIZERS AND PETROCHEMICALS CORPORATION LIMITED,,,India
568,DEEPAK NITRITE LIMITED,,,India
569,DEEP INDUSTRIES LIMITED,,,India
570,DELHIVERY LIMITED,,,India
571,DELPHI WORLD MONEY LIMITED,,,India
572,DELTA CORPORATION LIMITED,,,India
573,DELTA MANUFACTURING LIMITED,,,India
574,DEN NETWORKS LIMITED,,,India
575,DE NORA INDIA LIMITED,,,India
576,DENTA WATER AND INFRA SOLUTIONS LIMITED,,,India
577,DEV INFORMATION TECHNOLOGY LIMITED,,,India
578,DEV ACCELERATOR LIMITED,,,India
579,DEVYANI INTERNATIONAL LIMITED,,,India
580,DIGICONTENT LIMITED,,,India
581,DHABRIYA POLYWOOD LIMITED,,,India
582,DHAMPUR SUGAR MILLS LIMITED,,,India
583,DHANLAXMI BANK LIMITED,,,India
584,DHANUKA AGRITECH LIMITED,,,India
585,DHARAN INFRA-EPC LIMITED,,,India
586,DHARMAJ CROP GUARD LIMITED,,,India
587,DHATRE UDYOG LIMITED,,,India
588,DHOOT TRANSMISSION LIMITED,,,India
589,DHRUV CONSULTANCY SERVICES LIMITED,,,India
590,DHUNSERI INVESTMENTS LIMITED,,,India
591,DIAMOND POWER INFRASTRUCTURE LIMITED,,,India
592,DIAMINES AND CHEMICALS LIMITED,,,India
593,PRATAAP SNACKS LIMITED,,,India
594,DIC INDIA LIMITED,,,India
595,DIFFUSION ENGINEERS LIMITED,,,India
596,DIGIDRIVE DISTRIBUTORS LIMITED,,,India
597,DIGISPICE TECHNOLOGIES LIMITED,,,India
598,DIGITIDE SOLUTIONS LIMITED,,,India
599,DIGJAM LIMITED,,,India
600,DISA INDIA LIMITED,,,India
601,DISH TV INDIA LIMITED,,,India
602,DIVGI TORQTRANSFER SYSTEMS LIMITED,,,India
603,DIVI'S LABORATORIES LIMITED,,,India
604,DIXON TECHNOLOGIES (INDIA) LIMITED,,,India
605,DJ MEDIAPRINT AND LOGISTICS LIMITED,,,India
606,DLF LIMITED,,,India
607,D-LINK (INDIA) LIMITED,,,India
608,AVENUE SUPERMARTS LIMITED,,,India
609,DMCC SPECIALITY CHEMICALS LIMITED,,,India
610,DILIGENT MEDIA CORPORATION LIMITED,,,India
611,DODLA DAIRY LIMITED,,,India
612,DOLAT ALGOTECH LIMITED,,,India
613,DOLLAR INDUSTRIES LIMITED,,,India
614,DOLPHIN OFFSHORE ENTERPRISES (INDIA) LIMITED,,,India
615,DOMS INDUSTRIES LIMITED,,,India
616,DONEAR INDUSTRIES LIMITED,,,India
617,D. P. ABHUSHAN LIMITED,,,India
618,DPSC LIMITED,,,India
619,D P WIRES LIMITED,,,India
620,DR AGARWALS EYE HOSPITAL LIMITED,,,India
621,DRC SYSTEMS INDIA LIMITED,,,India
622,DREAMFOLKS SERVICES LIMITED,,,India
623,DREDGING CORPORATION OF INDIA LIMITED,,,India
624,DR. REDDY'S LABORATORIES LIMITED,,,India
625,DCM SHRIRAM FINE CHEMICALS LIMITED,,,India
626,DS KULKARNI DEVELOPERS LIMITED,,,India
627,DYNACONS SYSTEMS AND SOLUTIONS LIMITED,,,India
628,DHUNSERI TEA AND INDUSTRIES LIMITED,,,India
629,DUCON INFRATECHNOLOGIES LIMITED,,,India
630,DHUNSERI VENTURES LIMITED,,,India
631,DWARIKESH SUGAR INDUSTRIES LIMITED,,,India
632,DYNAMIC CABLES LIMITED,,,India
633,DYNAMATIC TECHNOLOGIES LIMITED,,,India
634,DYNEMIC PRODUCTS LIMITED,,,India
635,E2E NETWORKS LIMITED,,,India
636,EASY TRIP PLANNERS LIMITED,,,India
637,EASTERN SILK INDUSTRIES LIMITED,,,India
638,EAST WEST FREIGHT CARRIERS LIMITED,,,India
639,GNG ELECTRONICS LIMITED,,,India
640,EBIX LIMITED,,,India
641,ECLERX SERVICES LIMITED,,,India
642,ECO RECYCLING LIMITED,,,India
643,ECOS (INDIA) MOBILITY AND HOSPITALITY LIMITED,,,India
644,EDELWEISS FINANCIAL SERVICES LIMITED,,,India
645,EFC (I) LIMITED,,,India
646,EICHER MOTORS LIMITED,,,India
647,EID PARRY INDIA LIMITED,,,India
648,ENVIRO INFRA ENGINEERS LIMITED,,,India
649,EURO INDIA FRESH FOODS LIMITED,,,India
650,EIH ASSOCIATED HOTELS LIMITED,,,India
651,EIH LIMITED,,,India
652,EIMCO ELECON (INDIA) LIMITED,,,India
653,EVEREST KANTO CYLINDER LIMITED,,,India
654,EKI ENERGY SERVICES LIMITED,,,India
655,ELANTAS BECK INDIA LIMITED,,,India
656,EL CID INVESTMENTS LIMITED,,,India
657,ELDECO HOUSING AND INDUSTRIES LIMITED,,,India
658,ELECON ENGINEERING COMPANY LIMITED,,,India
659,ELECTROSTEEL CASTINGS LIMITED,,,India
660,ELECTROTHERM (INDIA) LIMITED,,,India
661,ELGI EQUIPMENTS LIMITED,,,India
662,ELGI RUBBER COMPANY LIMITED,,,India
663,ELIN ELECTRONICS LIMITED,,,India
664,ELITECON INTERNATIONAL LIMITED,,,India
665,ELLENBARRIE INDUSTRIAL GASES LIMITED,,,India
666,ELPRO INTERNATIONAL LIMITED,,,India
667,EMAMI LIMITED,,,India
668,EMAMI PAPER MILLS LIMITED,,,India
669,EMAMI REALTY LIMITED,,,India
670,EMBASSY DEVELOPMENTS LIMITED,,,India
671,EMCURE PHARMACEUTICALS LIMITED,,,India
672,ELECTRONICS MART INDIA LIMITED,,,India
673,EMKAY GLOBAL FINANCIAL SERVICES LIMITED,,,India
674,EMMBI INDUSTRIES LIMITED,,,India
675,EMMVEE PHOTOVOLTAIC POWER LIMITED,,,India
676,EMPIRE INDUSTRIES LIMITED,,,India
677,EMPOWER INDIA LIMITED,,,India
678,EMS LIMITED,,,India
679,EMUDHRA LIMITED,,,India
680,ENDURANCE TECHNOLOGIES LIMITED,,,India
681,ENERGY DEVELOPMENT COMPANY LIMITED,,,India
682,ENGINEERS INDIA LIMITED,,,India
683,ENTERTAINMENT NETWORK (INDIA) LIMITED,,,India
684,ENKEI WHEELS (INDIA) LIMITED,,,India
685,SIEMENS ENERGY INDIA LIMITED,,,India
686,ENTERO HEALTHCARE SOLUTIONS LIMITED,,,India
687,EPACK DURABLE LIMITED,,,India
688,EPACK PREFAB TECHNOLOGIES LIMITED,,,India
689,EPIGRAL LIMITED,,,India
690,EPL LIMITED,,,India
691,EQUIPPP SOCIAL IMPACT TECHNOLOGIES LIMITED,,,India
692,EQUITAS SMALL FINANCE BANK LIMITED,,,India
693,ERIS LIFESCIENCES LIMITED,,,India
694,ESAB INDIA LIMITED,,,India
695,ESAF SMALL FINANCE BANK LIMITED,,,India
696,ESCORTS KUBOTA LIMITED,,,India
697,ESSAR SHIPPING LIMITED,,,India
698,INTEGRA ESSENTIA LIMITED,,,India
699,ESTER INDUSTRIES LIMITED,,,India
700,ETERNAL LIMITED,,,India
701,ETHOS LIMITED,,,India
702,EUREKA FORBES LIMITED,,,India
703,EURO PANEL PRODUCTS LIMITED,,,India
704,EURO PRATIK SALES LIMITED,,,India
705,EUROTEX INDUSTRIES AND EXPORTS LIMITED,,,India
706,EVEREADY INDUSTRIES INDIA LIMITED,,,India
707,EVEREST INDUSTRIES LIMITED,,,India
708,EXCEL INDUSTRIES LIMITED,,,India
709,EXCELSOFT TECHNOLOGIES LIMITED,,,India
710,EXICOM TELE-SYSTEMS LIMITED,,,India
711,EXIDE INDUSTRIES LIMITED,,,India
712,EXPLEO SOLUTIONS LIMITED,,,India
713,EXXARO TILES LIMITED,,,India
714,FABTECH TECHNOLOGIES LIMITED,,,India
715,FERTILIZERS AND CHEMICALS TRAVANCORE LIMITED,,,India
716,FAIRCHEM ORGANICS LIMITED,,,India
717,FAZE THREE LIMITED,,,India
718,FINEOTEX CHEMICAL LIMITED,,,India
719,FCS SOFTWARE SOLUTIONS LIMITED,,,India
720,FDC LIMITED,,,India
721,FEDDERS HOLDING LIMITED,,,India
722,THE FEDERAL BANK LIMITED,,,India
723,FEDBANK FINANCIAL SERVICES LIMITED,,,India
724,FUTURE ENTERPRISES LIMITED,,,India
725,FERMENTA BIOTECH LIMITED,,,India
726,FIBERWEB (INDIA) LIMITED,,,India
727,FIEM INDUSTRIES LIMITED,,,India
728,FILATEX INDIA LIMITED,,,India
729,FILATEX FASHIONS LIMITED,,,India
730,FINOLEX CABLES LIMITED,,,India
731,FINE ORGANIC INDUSTRIES LIMITED,,,India
732,FINKURVE FINANCIAL SERVICES LIMITED,,,India
733,FINO PAYMENTS BANK LIMITED,,,India
734,FINOLEX INDUSTRIES LIMITED,,,India
735,BRAINBEES SOLUTIONS LIMITED,,,India
736,FISCHER MEDICAL VENTURES LIMITED,,,India
737,FIVE-STAR BUSINESS FINANCE LIMITED,,,India
738,FLAIR WRITING INDUSTRIES LIMITED,,,India
739,FLEXITUFF VENTURES INTERNATIONAL LIMITED,,,India
740,FUTURE LIFESTYLE FASHIONS LIMITED,,,India
741,GUJARAT FLUOROCHEMICALS LIMITED,,,India
742,FEDERAL-MOGUL GOETZE (INDIA) LIMITED.,,,India
743,FUTURE MARKET NETWORKS LIMITED,,,India
744,FOCUS LIGHTING AND FIXTURES LIMITED,,,India
745,FOODS AND INNS LIMITED,,,India
746,FORCE MOTORS LIMITED,,,India
747,FORTIS HEALTHCARE LIMITED,,,India
748,FOSECO INDIA LIMITED,,,India
749,FRACTAL ANALYTICS LIMITED,,,India
750,FREDUN PHARMACEUTICALS LIMITED,,,India
751,FRONTIER SPRINGS LIMITED,,,India
752,FIRSTSOURCE SOLUTIONS LIMITED,,,India
753,FUSION FINANCE LIMITED,,,India
754,GABRIEL INDIA LIMITED,,,India
755,GUJARAT AMBUJA EXPORTS LIMITED,,,India
756,GAIL (INDIA) LIMITED,,,India
757,GAJA ALTERNATIVE ASSET MANAGEMENT LIMITED,,,India
758,GALA PRECISION ENGINEERING LIMITED,,,India
759,GALAXY SURFACTANTS LIMITED,,,India
760,GALLANTT ISPAT LIMITED,,,India
761,GANDHAR OIL REFINERY (INDIA) LIMITED,,,India
762,GANDHI SPECIAL TUBES LIMITED,,,India
763,GANESHA ECOSPHERE LIMITED,,,India
764,GANESH BENZOPLAST LIMITED,,,India
765,GANESH CONSUMER PRODUCTS LIMITED,,,India
766,GANESH HOUSING LIMITED,,,India
767,GANGA FORGING LIMITED,,,India
768,GANGES SECURITIES LIMITED,,,India
769,GARWARE TECHNICAL FIBRES LIMITED,,,India
770,GARUDA CONSTRUCTION AND ENGINEERING LIMITED,,,India
771,GACM TECHNOLOGIES LIMITED,,,India
772,GATEWAY DISTRIPARKS LIMITED,,,India
773,GAUDIUM IVF AND WOMEN HEALTH LIMITED,,,India
774,GAYATRI HIGHWAYS LIMITED,,,India
775,GAYATRI PROJECTS LIMITED,,,India
776,GRETEX CORPORATE SERVICES LIMITED,,,India
777,GEECEE VENTURES LIMITED,,,India
778,GEEKAY WIRES LIMITED,,,India
779,GEM AROMATICS LIMITED,,,India
780,GENERIC ENGINEERING CONSTRUCTION AND PROJECTS LIMITED,,,India
781,GENESYS INTERNATIONAL CORPORATION LIMITED,,,India
782,GENSOL ENGINEERING LIMITED,,,India
783,GENUS PAPER AND BOARDS LIMITED,,,India
784,GENUS POWER INFRASTRUCTURES LIMITED,,,India
785,GEOJIT FINANCIAL SERVICES LIMITED,,,India
786,THE GREAT EASTERN SHIPPING COMPANY LIMITED,,,India
787,GFL LIMITED,,,India
788,GHCL LIMITED,,,India
789,GHCL TEXTILES LIMITED,,,India
790,GIC HOUSING FINANCE LIMITED,,,India
791,GLOBE INTERNATIONAL CARRIERS LIMITED,,,India
792,GENERAL INSURANCE CORPORATION OF INDIA,,,India
793,GILLANDERS ARBUTHNOT AND COMPANY LIMITED,,,India
794,GILLETTE INDIA LIMITED,,,India
795,GINNI FILAMENTS LIMITED,,,India
796,GUJARAT INDUSTRIES POWER COMPANY LIMITED,,,India
797,GKB OPHTHALMICS LIMITED,,,India
798,GK ENERGY LIMITED,,,India
799,GUJARAT KIDNEY AND SUPER SPECIALITY LIMITED,,,India
800,GKW LIMITED,,,India
801,GLAND PHARMA LIMITED,,,India
802,GLAXOSMITHKLINE PHARMACEUTICALS LIMITED,,,India
803,GLENMARK PHARMACEUTICALS LIMITED,,,India
804,GUJARAT LEASE FINANCING LIMITED,,,India
805,GLOBAL EDUCATION LIMITED,,,India
806,GLOBALE TESSILE LIMITED,,,India
807,GLOBAL VECTRA HELICORP LIMITED,,,India
808,GLOBE ENTERPRISES (INDIA) LIMITED,,,India
809,GLOBE CIVIL PROJECTS LIMITED,,,India
810,GLOBUS SPIRITS LIMITED,,,India
811,GLOSTER LIMITED,,,India
812,GLOTTIS LIMITED,,,India
813,GM BREWERIES LIMITED,,,India
814,GUJARAT MINERAL DEVELOPMENT CORPORATION LIMITED,,,India
815,GMM PFAUDLER LIMITED,,,India
816,GMR AIRPORTS LIMITED,,,India
817,GMR POWER AND URBAN INFRA LIMITED,,,India
818,GNA AXLES LIMITED,,,India
819,GUJARAT NARMADA VALLEY FERTILIZERS AND CHEMICALS LIMITED,,,India
820,GUJARAT NATURAL RESOURCES LIMITED,,,India
821,GOA CARBON LIMITED,,,India
822,GOCL CORPORATION LIMITED,,,India
823,GO FASHION (INDIA) LIMITED,,,India
824,GODAVARI BIOREFINERIES LIMITED,,,India
825,GODFREY PHILLIPS INDIA LIMITED,,,India
826,GO DIGIT GENERAL INSURANCE LIMITED,,,India
827,GODREJ AGROVET LIMITED,,,India
828,GODREJ CONSUMER PRODUCTS LIMITED,,,India
829,GODREJ INDUSTRIES LIMITED,,,India
830,GODREJ PROPERTIES LIMITED,,,India
831,GOKALDAS EXPORTS LIMITED,,,India
832,GOKUL REFOILS AND SOLVENT LIMITED,,,India
833,GOKUL AGRO RESOURCES LIMITED,,,India
834,GOLDEN TOBACCO LIMITED,,,India
835,GOLDIAM INTERNATIONAL LIMITED,,,India
836,AION-TECH SOLUTIONS LIMITED,,,India
837,GOODLUCK INDIA LIMITED,,,India
838,GOODYEAR INDIA LIMITED,,,India
839,GOPAL SNACKS LIMITED,,,India
840,GOYAL ALUMINIUMS LIMITED,,,India
841,GODAWARI POWER AND ISPAT LIMITED,,,India
842,GUJARAT PIPAVAV PORT LIMITED,,,India
843,GPT HEALTHCARE LIMITED,,,India
844,GPT INFRAPROJECTS LIMITED,,,India
845,GRADIENTE INFOTAINMENT LIMITED,,,India
846,GRAND OAK CANYONS DISTILLERY LIMITED,,,India
847,GRANULES INDIA LIMITED,,,India
848,GRAPHITE INDIA LIMITED,,,India
849,GRASIM INDUSTRIES LIMITED,,,India
850,GRAUER AND WEIL INDIA LIMITED,,,India
851,GRAVISS HOSPITALITY LIMITED,,,India
852,GRAVITA INDIA LIMITED,,,India
853,GREAVES COTTON LIMITED,,,India
854,GREENLAM INDUSTRIES LIMITED,,,India
855,GREENPANEL INDUSTRIES LIMITED,,,India
856,GREENPLY INDUSTRIES LIMITED,,,India
857,ORIENT GREEN POWER COMPANY LIMITED,,,India
858,GRINDWELL NORTON LIMITED,,,India
859,G R INFRAPROJECTS LIMITED,,,India
860,GRM OVERSEAS LIMITED,,,India
861,THE GROB TEA COMPANY LIMITED,,,India
862,BILLIONBRAINS GARAGE VENTURES LIMITED,,,India
863,GRP LIMITED,,,India
864,GARDEN REACH SHIPBUILDERS AND ENGINEERS LIMITED,,,India
865,GARWARE HI-TECH FILMS LIMITED,,,India
866,GUJARAT STATE FERTILIZERS AND CHEMICALS LIMITED,,,India
867,GLOBAL SURFACES LIMITED,,,India
868,GSP CROP SCIENCE LIMITED,,,India
869,GSS INFOTECH LIMITED,,,India
870,G-TEC JAINX EDUCATION LIMITED,,,India
871,GTL LIMITED,,,India
872,GTL INFRASTRUCTURE LIMITED,,,India
873,GTPL HATHWAY LIMITED,,,India
874,GUFIC BIOSCIENCES LIMITED,,,India
875,GUJARAT ALKALIES AND CHEMICALS LIMITED,,,India
876,GUJARAT APOLLO INDUSTRIES LIMITED,,,India
877,GUJARAT ENERGY LIMITED,,,India
878,GUJARAT RAFFIA INDUSTRIES LIMITED,,,India
879,GUJARAT THEMIS BIOSYN LIMITED,,,India
880,GULF OIL LUBRICANTS INDIA LIMITED,,,India
881,GP PETROLEUMS LIMITED,,,India
882,GULSHAN POLYOLS LIMITED,,,India
883,GVK POWER AND INFRASTRUCTURE LIMITED,,,India
884,GE POWER INDIA LIMITED,,,India
885,GVP INFOTECH LIMITED,,,India
886,GE VERNOVA TANDD INDIA LIMITED,,,India
887,GYFTR LIMITED,,,India
888,HINDUSTAN AERONAUTICS LIMITED,,,India
889,HALDER VENTURE LIMITED,,,India
890,HALDYN GLASS LIMITED,,,India
891,HALEOS LABS LIMITED,,,India
892,HAMPTON SKY REALTY LIMITED,,,India
893,HAPPIEST MINDS TECHNOLOGIES LIMITED,,,India
894,HAPPY FORGINGS LIMITED,,,India
895,HARDWYN INDIA LIMITED,,,India
896,HARIOM PIPE INDUSTRIES LIMITED,,,India
897,HARRISONS MALAYALAM LIMITED,,,India
898,HARSHA ENGINEERS INTERNATIONAL LIMITED,,,India
899,HATHWAY CABLE AND DATACOM LIMITED,,,India
900,HATSUN AGRO PRODUCT LIMITED,,,India
901,HAVELLS INDIA LIMITED,,,India
902,SRI HAVISHA HOSPITALITY AND INFRASTRUCTURE LIMITED,,,India
903,HAWKINS COOKERS LIMITED,,,India
904,HAZOOR MULTI PROJECTS LIMITED,,,India
905,HB ESTATE DEVELOPERS LIMITED,,,India
906,HBL ENGINEERING LIMITED,,,India
907,HB PORTFOLIO LIMITED,,,India
908,HB STOCKHOLDINGS LIMITED,,,India
909,HINDUSTAN CONSTRUCTION COMPANY LIMITED,,,India
910,HEALTHCARE GLOBAL ENTERPRISES LIMITED,,,India
911,HCL INFOSYSTEMS LIMITED,,,India
912,HCL TECHNOLOGIES LIMITED,,,India
913,HDB FINANCIAL SERVICES LIMITED,,,India
914,HDFC ASSET MANAGEMENT COMPANY LIMITED,,,India
915,HDFC BANK LIMITED,,,India
916,HDFC LIFE INSURANCE COMPANY LIMITED,,,India
917,HOUSING DEVELOPMENT AND INFRASTRUCTURE LIMITED,,,India
918,HEADS UP VENTURES LIMITED,,,India
919,HEALTH X PLATFORM LIMITED,,,India
920,HEC INFRA PROJECTS LIMITED,,,India
921,HEG LIMITED,,,India
922,HEIDELBERGCEMENT INDIA LIMITED,,,India
923,HEMISPHERE PROPERTIES INDIA LIMITED,,,India
924,HERANBA INDUSTRIES LIMITED,,,India
925,HERITAGE FOODS LIMITED,,,India
926,HERO MOTOCORP LIMITED,,,India
927,HESTER BIOSCIENCES LIMITED,,,India
928,HEXAGON NUTRITION LIMITED,,,India
929,HEXA TRADEX LIMITED,,,India
930,HEXAWARE TECHNOLOGIES LIMITED,,,India
931,HFCL LIMITED,,,India
932,H.G. INFRA ENGINEERING LIMITED,,,India
933,HANDSON GLOBAL MANAGEMENT (HGM) LIMITED,,,India
934,HINDUJA GLOBAL SOLUTIONS LIMITED,,,India
935,HIKAL LIMITED,,,India
936,HIGHWAY INFRASTRUCTURE LIMITED,,,India
937,HILTON METAL FORGING LIMITED,,,India
938,HIMATSINGKA SEIDE LIMITED,,,India
939,HINDUSTAN ADHESIVES LIMITED,,,India
940,HINDALCO INDUSTRIES LIMITED,,,India
941,HIND ALUMINIUM INDUSTRIES LIMITED,,,India
942,HINDUSTAN COMPOSITES LIMITED,,,India
943,HINDCON CHEMICALS LIMITED,,,India
944,HINDUSTAN COPPER LIMITED,,,India
945,HINDUSTAN OIL EXPLORATION COMPANY LIMITED,,,India
946,HINDUSTAN PETROLEUM CORPORATION LIMITED,,,India
947,HINDUSTAN UNILEVER LIMITED,,,India
948,HINDWARE HOME INNOVATION LIMITED,,,India
949,HINDUSTAN ZINC LIMITED,,,India
950,HIRECT LIMITED,,,India
951,HISAR METAL INDUSTRIES LIMITED,,,India
952,HI-TECH PIPES LIMITED,,,India
953,HITECH CORPORATION LIMITED,,,India
954,THE HI-TECH GEARS LIMITED,,,India
955,HLE GLASCOAT LIMITED,,,India
956,HLV LIMITED,,,India
957,HMA AGRO INDUSTRIES LIMITED,,,India
958,HMT LIMITED,,,India
959,HINDUSTAN MEDIA VENTURES LIMITED,,,India
960,HINDUSTAN FOODS LIMITED,,,India
961,HOME FIRST FINANCE COMPANY INDIA LIMITED,,,India
962,HONASA CONSUMER LIMITED,,,India
963,HONEYWELL AUTOMATION INDIA LIMITED,,,India
964,HONDA INDIA POWER PRODUCTS LIMITED,,,India
965,HORIZON INDUSTRIAL PARKS LIMITED,,,India
966,HP ADHESIVES LIMITED,,,India
967,HINDPRAKASH INDUSTRIES LIMITED,,,India
968,HPL ELECTRIC AND POWER LIMITED,,,India
969,HARIYANA SHIP BREAKERS LIMITED,,,India
970,HIMADRI SPECIALITY CHEMICAL LIMITED,,,India
971,HT MEDIA LIMITED,,,India
972,HUBTOWN LIMITED,,,India
973,HOUSING AND URBAN DEVELOPMENT CORPORATION LIMITED,,,India
974,HUHTAMAKI INDIA LIMITED,,,India
975,HYBRID FINANCIAL SERVICES LIMITED,,,India
976,HYUNDAI MOTOR INDIA LIMITED,,,India
977,INDIABULLS LIMITED,,,India
978,ICDS LIMITED,,,India
979,ICE MAKE REFRIGERATION LIMITED,,,India
980,ICICI PRUDENTIAL ASSET MANAGEMENT COMPANY LIMITED,,,India
981,ICICI BANK LIMITED,,,India
982,ICICI LOMBARD GENERAL INSURANCE COMPANY LIMITED,,,India
983,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED,,,India
984,INDO COUNT INDUSTRIES LIMITED,,,India
985,ICRA LIMITED,,,India
986,IDBI BANK LIMITED,,,India
987,VODAFONE IDEA LIMITED,,,India
988,IDEAFORGE TECHNOLOGY LIMITED,,,India
989,IDFC FIRST BANK LIMITED,,,India
990,INDIAN ENERGY EXCHANGE LIMITED,,,India
991,IFB AGRO INDUSTRIES LIMITED,,,India
992,IFB INDUSTRIES LIMITED,,,India
993,IFCI LIMITED,,,India
994,IFGL REFRACTORIES LIMITED,,,India
995,IGARASHI MOTORS INDIA LIMITED,,,India
996,INDOGULF CROPSCIENCES LIMITED,,,India
997,INTERNATIONAL GEMOLOGICAL INSTITUTE LIMITED,,,India
998,INDRAPRASTHA GAS LIMITED,,,India
999,IG PETROCHEMICALS LIMITED,,,India
1000,IIFL FINANCE LIMITED,,,India
1001,IIFL CAPITAL SERVICES LIMITED,,,India
1002,INDUSTRIAL INVESTMENT TRUST LIMITED,,,India
1003,IKIO TECHNOLOGIES LIMITED,,,India
1004,INVENTURUS KNOWLEDGE SOLUTIONS LIMITED,,,India
1005,ILANDFS ENGINEERING AND CONSTRUCTION COMPANY LIMITED,,,India
1006,ILANDFS TRANSPORTATION NETWORKS LIMITED,,,India
1007,IMAGICAAWORLD ENTERTAINMENT LIMITED,,,India
1008,INDIAN METALS AND FERRO ALLOYS LIMITED,,,India
1009,INDIA MOTOR PARTS AND ACCESSORIES LIMITED,,,India
1010,IMPEX FERRO TECH LIMITED,,,India
1011,INSOLATION ENERGY LIMITED,,,India
1012,INCREDIBLE INDUSTRIES LIMITED,,,India
1013,INDBANK MERCHANT BANKING SERVICES LIMITED,,,India
1014,INDEGENE LIMITED,,,India
1015,THE INDIAN HOTELS COMPANY LIMITED,,,India
1016,THE INDIA CEMENTS LIMITED,,,India
1017,INDIA GLYCOLS LIMITED,,,India
1018,INDIAMART INTERMESH LIMITED,,,India
1019,INDIAN BANK,,,India
1020,INDIAN CARD CLOTHING COMPANY LIMITED,,,India
1021,INDIAN HUME PIPE COMPANY LIMITED,,,India
1022,INDIA SHELTER FINANCE CORPORATION LIMITED,,,India
1023,INTERGLOBE AVIATION LIMITED,,,India
1024,INDIGO PAINTS LIMITED,,,India
1025,INDIQUBE SPACES LIMITED,,,India
1026,INDIA NIPPON ELECTRICALS LIMITED,,,India
1027,INDO AMINES LIMITED,,,India
1028,INDO BORAX AND CHEMICALS LIMITED,,,India
1029,INDOCO REMEDIES LIMITED,,,India
1030,INDO FARM EQUIPMENT LIMITED,,,India
1031,INDOKEM LIMITED,,,India
1032,INDO-MIM LIMITED,,,India
1033,INDO RAMA SYNTHETICS (INDIA) LIMITED,,,India
1034,INDOSTAR CAPITAL FINANCE LIMITED,,,India
1035,INDO TECH TRANSFORMERS LIMITED,,,India
1036,INDO THAI SECURITIES LIMITED,,,India
1037,INDO US BIOTECH LIMITED,,,India
1038,INDOWIND ENERGY LIMITED,,,India
1039,INDUSTRIAL AND PRUDENTIAL INVESTMENT COMPANY LIMITED,,,India
1040,INDRAPRASTHA MEDICAL CORPORATION LIMITED,,,India
1041,IND-SWIFT LABORATORIES LIMITED,,,India
1042,INDIAN TERRAIN FASHIONS LIMITED,,,India
1043,INDUSIND BANK LIMITED,,,India
1044,INDUS TOWERS LIMITED,,,India
1045,INFOBEANS TECHNOLOGIES LIMITED,,,India
1046,INFOMEDIA PRESS LIMITED,,,India
1047,INFOSYS LIMITED,,,India
1048,INGERSOLL RAND (INDIA) LIMITED,,,India
1049,INNOVA CAPTAB LIMITED,,,India
1050,INNOVANA THINKLABS LIMITED,,,India
1051,INNOVISION LIMITED,,,India
1052,INOX GREEN ENERGY SERVICES LIMITED,,,India
1053,INOX INDIA LIMITED,,,India
1054,INOX WIND LIMITED,,,India
1055,INSECTICIDES (INDIA) LIMITED,,,India
1056,INSPIRISYS SOLUTIONS LIMITED,,,India
1057,INTELLECT DESIGN ARENA LIMITED,,,India
1058,INTENSE TECHNOLOGIES LIMITED,,,India
1059,INTERARCH BUILDING SOLUTIONS LIMITED,,,India
1060,INTERNATIONAL CONVEYORS LIMITED,,,India
1061,INVENTURE GROWTH AND SECURITIES LIMITED,,,India
1062,INVESTMENT AND PRECISION CASTINGS LIMITED,,,India
1063,INDIAN OVERSEAS BANK,,,India
1064,INDIAN OIL CORPORATION LIMITED,,,India
1065,IOL CHEMICALS AND PHARMACEUTICALS LIMITED,,,India
1066,ION EXCHANGE (INDIA) LIMITED,,,India
1067,IPCA LABORATORIES LIMITED,,,India
1068,INDIA PESTICIDES LIMITED,,,India
1069,IP RINGS LIMITED,,,India
1070,IRB INFRASTRUCTURE DEVELOPERS LIMITED,,,India
1071,IRCON INTERNATIONAL LIMITED,,,India
1072,INDIAN RAILWAY CATERING AND TOURISM CORPORATION LIMITED,,,India
1073,INDIAN RENEWABLE ENERGY DEVELOPMENT AGENCY LIMITED,,,India
