security_id,trading_date,open_price,high_price,low_price,close_price,volume,normalization_error,_source_file,_extracted_date,_quality_issues,_confidence_score,_manual_review_required
539.0,2026-09-02,462.5,472.95,450.5,456.55,337632,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
540.0,2026-09-02,141.15,144.99,139.64,144.16,271119,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
541.0,2026-09-02,27.98,28.9,26.51,28.71,3635,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
542.0,2026-09-02,2.74,2.97,2.63,2.87,91306,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
544.0,2026-09-02,4505.2,4543.6,4454.0,4516.7,292275,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
543.0,2026-09-02,767.7,769.45,760.15,763.95,29964,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
545.0,2026-09-02,2.1,2.13,2.06,2.09,9326102,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
551.0,2026-09-02,30.46,31.97,29.52,30.3,24139,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
554.0,2026-09-02,374.0,376.6,345.8,354.55,249417,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
553.0,2026-09-02,224.39,224.39,218.55,222.34,2487065,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
556.0,2026-09-02,5.2,5.41,5.05,5.21,9021,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
555.0,2026-09-02,77.56,78.79,76.79,78.39,14889,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
557.0,2026-09-02,189.73,193.0,185.0,185.47,31825,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
626.0,2026-09-02,26.01,26.53,25.56,26.23,24672,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
560.0,2026-09-02,45.98,47.48,45.98,46.81,170129,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
559.0,2026-09-02,69.48,72.83,69.48,71.65,55181,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
558.0,2026-09-02,1033.0,1052.5,1021.0,1028.0,88712,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
561.0,2026-09-02,44.55,48.2,43.75,47.61,6153160,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
562.0,2026-09-02,173.0,173.0,169.62,171.23,215087,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
563.0,2026-09-02,280.4,280.4,272.95,274.05,64985,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
576.0,2026-09-02,802.0,824.0,802.0,816.95,1761,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
564.0,2026-09-02,567.05,573.7,567.0,571.3,2760,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
565.0,2026-09-02,216.69,223.99,215.5,219.03,757656,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
566.0,2026-09-02,619.0,650.75,617.2,643.85,530818,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
570.0,2026-09-02,666.85,704.5,655.0,693.65,450290,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
567.0,2026-09-02,36.1,36.1,34.2,35.24,5874,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
547.0,2026-09-02,6.14,6.37,6.01,6.11,156716,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
568.0,2026-09-02,1427.5,1433.2,1404.7,1416.7,130758,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
569.0,2026-09-02,1784.0,1789.5,1717.8,1734.1,389513,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
571.0,2026-09-02,458.5,459.7,452.5,454.8,1061104,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
572.0,2026-09-02,6.41,6.41,6.09,6.09,172651,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
573.0,2026-09-02,57.3,57.5,56.6,56.95,647310,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
574.0,2026-09-02,57.87,57.87,55.1,57.74,2805,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
575.0,2026-09-02,27.9,27.93,27.33,27.85,304255,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
577.0,2026-09-02,271.0,275.9,262.9,270.5,111326,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
579.0,2026-09-02,33.4,34.68,32.8,33.01,114889,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
578.0,2026-09-02,24.61,25.09,24.6,24.64,12989,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
580.0,2026-09-02,137.4,138.55,135.35,138.07,1211173,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
582.0,2026-09-02,516.05,539.0,505.0,506.5,23368,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
549.0,2026-09-02,126.6,130.95,125.7,128.18,136571,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
583.0,2026-09-02,172.2,176.79,168.03,170.67,655398,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
584.0,2026-09-02,31.91,31.92,31.3,31.5,612773,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
585.0,2026-09-02,980.0,999.8,972.8,995.7,17041,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
586.0,2026-09-02,0.15,0.15,0.13,0.13,30671706,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
587.0,2026-09-02,267.5,271.0,267.5,270.0,105881,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
588.0,2026-09-02,4.45,4.45,4.2,4.32,16175,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
589.0,2026-09-02,1433.1,1595.0,1424.0,1522.1,4833587,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
590.0,2026-09-02,23.5,23.85,23.01,23.4,4896,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
591.0,2026-09-02,987.9,1021.0,985.5,1016.65,2140,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
629.0,2026-09-02,153.5,153.5,148.5,149.95,11996,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
632.0,2026-09-02,282.5,287.0,275.1,285.65,14922,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
593.0,2026-09-02,242.0,244.5,239.0,243.65,4583,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
592.0,2026-09-02,340.6,340.6,328.0,330.9,857893,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
595.0,2026-09-02,579.0,591.95,557.1,576.55,4900,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
596.0,2026-09-02,476.5,486.7,467.0,476.8,306772,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
581.0,2026-09-02,24.69,29.07,24.66,24.95,198027,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
597.0,2026-09-02,17.62,17.82,17.26,17.69,10459,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
598.0,2026-09-02,16.81,17.1,16.7,16.97,50007,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
599.0,2026-09-02,96.3,99.0,95.12,95.88,146462,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
600.0,2026-09-02,49.1,50.0,49.0,49.01,2110,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
611.0,2026-09-02,2.55,2.69,2.5,2.53,26237,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
548.0,2026-09-02,394.7,396.65,390.55,395.05,58809,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
601.0,2026-09-02,12160.0,12160.0,11811.0,12008.0,342,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
602.0,2026-09-02,2.67,2.7,2.64,2.65,741311,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
552.0,2026-09-02,182.0,183.62,174.82,176.85,225327,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
603.0,2026-09-02,1268.8,1277.3,1220.1,1244.4,122025,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
604.0,2026-09-02,9121.5,9299.0,9104.5,9220.0,403619,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
605.0,2026-09-02,14461.0,14620.0,14315.0,14590.0,216702,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
606.0,2026-09-02,70.12,73.48,69.41,72.22,147754,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
607.0,2026-09-02,666.0,673.55,651.3,673.55,3578778,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
610.0,2026-09-02,286.6,297.0,285.1,293.35,63510,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
612.0,2026-09-02,1067.9,1084.3,1056.3,1065.3,34781,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
613.0,2026-09-02,70.13,70.88,69.57,69.96,178494,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
614.0,2026-09-02,266.05,266.05,260.0,262.35,84900,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
615.0,2026-09-02,598.0,608.0,565.5,603.45,34269,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
616.0,2026-09-02,2220.0,2226.9,2193.4,2206.3,29319,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
617.0,2026-09-02,84.4,85.35,83.01,83.46,8254,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
619.0,2026-09-02,7.38,7.71,6.99,7.41,130408,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
82.0,2026-09-02,508.15,524.5,508.15,514.25,640862,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
621.0,2026-09-02,5319.0,5489.5,5260.5,5420.0,2319,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
1282.0,2026-09-02,1904.4,1933.6,1893.1,1916.1,178401,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
625.0,2026-09-02,1165.0,1170.9,1156.5,1156.5,486542,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
622.0,2026-09-02,14.22,14.22,13.42,13.59,30334,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
623.0,2026-09-02,67.65,67.65,65.8,66.39,26461,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
624.0,2026-09-02,1070.1,1084.8,1056.2,1060.9,43034,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
627.0,2026-09-02,19.04,19.04,19.04,19.04,4,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
1196.0,2026-09-02,1.98,1.98,1.82,1.9,12851,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
630.0,2026-09-02,2.15,2.15,1.92,2.08,1030380,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
633.0,2026-09-02,49.15,50.75,48.12,48.78,3908597,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
628.0,2026-09-02,1019.3,1039.6,1010.0,1016.0,36263,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
635.0,2026-09-02,11612.0,11612.0,11350.0,11425.0,9361,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
634.0,2026-09-02,542.0,550.0,530.25,535.55,1090048,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
636.0,2026-09-02,228.1,234.21,224.0,229.06,10344,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
637.0,2026-09-02,614.0,619.0,590.25,608.45,626317,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
640.0,2026-09-02,2.42,2.48,2.36,2.45,26674,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
639.0,2026-09-02,63.0,63.0,60.5,61.28,83,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
638.0,2026-09-02,5.99,6.14,5.86,6.0,11843898,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
642.0,2026-09-02,19.06,20.5,19.06,20.03,79184,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
643.0,2026-09-02,1950.0,2020.0,1929.4,2004.5,264722,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
644.0,2026-09-02,459.8,468.7,451.05,454.45,13107,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
645.0,2026-09-02,114.05,124.19,112.5,114.79,438547,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
646.0,2026-09-02,128.61,131.2,125.53,126.18,5705746,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
647.0,2026-09-02,200.0,200.92,197.6,199.12,203846,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
648.0,2026-09-02,7860.0,7893.0,7507.5,7711.5,1117588,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
649.0,2026-09-02,795.6,805.45,782.15,800.65,358986,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
652.0,2026-09-02,290.5,309.85,290.3,307.85,49556,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
653.0,2026-09-02,290.0,292.8,285.0,285.8,174245,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
654.0,2026-09-02,2180.0,2247.8,2159.4,2194.6,22028,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
656.0,2026-09-02,76.99,77.0,72.52,75.8,16532,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
657.0,2026-09-02,11590.0,12238.0,11403.0,11904.0,8310,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
658.0,2026-09-02,106170.0,107000.0,106170.0,107000.0,3,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
659.0,2026-09-02,798.95,799.95,776.25,794.25,838,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
660.0,2026-09-02,412.6,418.35,406.2,416.6,329056,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
674.0,2026-09-02,173.0,179.39,173.0,176.44,942548,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
661.0,2026-09-02,83.63,86.27,82.16,85.28,3654988,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
662.0,2026-09-02,995.6,1005.9,981.1,1000.1,7593,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
663.0,2026-09-02,627.05,627.05,613.9,616.75,340531,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
664.0,2026-09-02,60.66,61.8,59.4,60.88,56371,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
665.0,2026-09-02,95.01,96.99,94.62,95.26,147098,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
666.0,2026-09-02,9.61,9.61,9.61,9.61,809638,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
667.0,2026-09-02,315.05,317.9,308.35,313.3,232113,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
668.0,2026-09-02,175.48,175.48,173.62,173.86,17302,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
669.0,2026-09-02,375.95,375.95,366.1,368.05,1183546,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
670.0,2026-09-02,107.61,110.47,105.1,109.31,15695,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
671.0,2026-09-02,68.57,69.3,67.85,67.98,14408,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
672.0,2026-09-02,59.45,59.56,58.08,59.18,2150451,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
673.0,2026-09-02,1845.9,1880.0,1840.0,1858.4,93727,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
675.0,2026-09-02,266.75,266.75,252.15,255.3,34967,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
676.0,2026-09-02,93.5,94.99,90.0,91.41,16813,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
677.0,2026-09-02,316.2,327.45,315.9,324.7,1011269,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
678.0,2026-09-02,1219.0,1221.0,1190.0,1196.9,7580,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
679.0,2026-09-02,1.91,1.91,1.91,1.91,2054257,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
680.0,2026-09-02,391.0,409.5,380.0,386.8,8214302,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
681.0,2026-09-02,533.8,536.1,520.0,522.15,72368,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
682.0,2026-09-02,2840.0,2841.3,2735.0,2755.9,143316,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
683.0,2026-09-02,15.66,16.13,15.58,15.65,17038,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
684.0,2026-09-02,279.0,282.85,273.65,276.6,6781901,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
686.0,2026-09-02,400.0,405.0,385.0,389.2,2735,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
688.0,2026-09-02,1805.7,1834.0,1785.3,1797.4,166967,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
685.0,2026-09-02,101.01,101.16,100.0,100.28,8961,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
650.0,2026-09-02,190.0,194.0,188.0,192.36,446613,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
689.0,2026-09-02,187.0,189.61,184.86,187.53,393677,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
690.0,2026-09-02,221.92,227.95,220.0,225.04,479629,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
691.0,2026-09-02,1235.0,1240.8,1206.2,1230.6,35163,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
692.0,2026-09-02,238.9,243.0,234.15,236.3,10496347,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
693.0,2026-09-02,22.37,23.2,22.2,23.19,14860,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
694.0,2026-09-02,72.69,73.8,72.12,73.45,670856,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
695.0,2026-09-02,1292.0,1349.9,1265.1,1288.9,152755,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
696.0,2026-09-02,6156.0,6175.5,6001.0,6038.5,6800,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
697.0,2026-09-02,41.48,42.6,40.1,42.36,366036,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
698.0,2026-09-02,3009.4,3039.9,2983.1,3019.4,103177,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
699.0,2026-09-02,16.99,16.99,16.5,16.73,147217,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
701.0,2026-09-02,91.71,94.75,91.41,94.05,95277,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
702.0,2026-09-02,325.5,327.5,320.3,327.3,20138975,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
703.0,2026-09-02,2879.4,2901.5,2820.0,2839.4,25873,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
704.0,2026-09-02,425.5,426.3,419.85,422.95,81366,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
651.0,2026-09-02,284.25,284.25,284.25,284.25,420,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
705.0,2026-09-02,149.95,152.0,145.51,150.04,7429,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
706.0,2026-09-02,257.5,271.2,255.3,260.05,201379,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
708.0,2026-09-02,322.5,329.65,316.85,321.3,86932,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
709.0,2026-09-02,429.0,429.0,414.0,427.55,3705,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
655.0,2026-09-02,105.62,107.0,104.46,106.25,127389,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
710.0,2026-09-02,1018.0,1035.1,1010.0,1027.4,5547,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
711.0,2026-09-02,70.0,70.0,69.05,69.62,171128,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
712.0,2026-09-02,158.31,165.8,158.15,163.33,698763,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
713.0,2026-09-02,435.0,436.5,423.7,425.65,2878998,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
714.0,2026-09-02,871.5,926.9,871.5,890.85,431972,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
715.0,2026-09-02,6.48,6.71,6.36,6.6,382891,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
716.0,2026-09-02,147.64,149.79,145.77,147.84,62164,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
717.0,2026-09-02,815.0,817.45,800.3,804.3,140166,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
718.0,2026-09-02,662.0,677.35,662.0,674.0,3070,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
719.0,2026-09-02,482.8,491.95,473.0,488.75,17325,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
721.0,2026-09-02,1.45,1.5,1.44,1.45,2997571,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
722.0,2026-09-02,334.25,344.6,328.8,340.6,159404,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
725.0,2026-09-02,155.0,158.5,153.89,157.57,704394,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
723.0,2026-09-02,45.99,46.94,45.0,45.99,954494,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
724.0,2026-09-02,349.0,353.5,345.2,353.35,6273256,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
745.0,2026-09-02,626.0,628.75,607.4,612.4,1528240,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
728.0,2026-09-02,486.0,529.8,480.0,520.65,159537,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
729.0,2026-09-02,26.0,26.0,25.52,25.76,12490,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
730.0,2026-09-02,2085.0,2085.0,2040.0,2052.0,55396,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
732.0,2026-09-02,0.18,0.19,0.18,0.18,20978413,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
731.0,2026-09-02,73.0,75.21,72.1,73.31,1849818,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
734.0,2026-09-02,5250.5,5251.5,5130.0,5146.5,17127,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
720.0,2026-09-02,49.0,49.6,48.11,49.19,7723374,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
735.0,2026-09-02,68.02,71.79,67.56,69.53,58734,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
736.0,2026-09-02,137.12,145.78,135.0,140.49,871541,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
733.0,2026-09-02,1232.3,1235.5,1186.5,1191.2,643658,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
737.0,2026-09-02,154.8,159.7,152.51,157.84,1132536,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
755.0,2026-09-02,263.8,272.0,262.2,270.4,674372,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
739.0,2026-09-02,37.67,38.0,36.76,37.73,651361,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
740.0,2026-09-02,535.0,535.0,518.5,524.85,558691,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
741.0,2026-09-02,250.5,250.5,246.1,247.14,67200,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
742.0,2026-09-02,2.46,2.46,2.34,2.39,62354,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
747.0,2026-09-02,66.2,67.87,64.33,64.53,37259,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
748.0,2026-09-02,53.37,56.0,53.2,54.78,374789,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
749.0,2026-09-02,17720.0,17823.0,17360.0,17600.0,103485,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
750.0,2026-09-02,907.65,915.0,901.35,915.0,725295,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
751.0,2026-09-02,6300.0,6369.5,6150.0,6183.0,12329,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
752.0,2026-09-02,824.9,838.75,816.4,821.4,154219,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
753.0,2026-09-02,1497.8,1519.6,1470.0,1505.8,9712,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
754.0,2026-09-02,1259.9,1264.3,1242.5,1250.4,13571,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
1603.0,2026-09-02,335.05,337.4,329.75,337.4,3267663,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
2410.0,2026-09-02,437.15,451.5,430.8,434.4,250798,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
756.0,2026-09-02,194.65,196.11,191.13,193.42,206791,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
743.0,2026-09-02,1.22,1.24,1.15,1.23,28609,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
726.0,2026-09-02,0.38,0.39,0.38,0.39,123793,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
727.0,2026-09-02,2.3,2.3,2.23,2.23,420,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
746.0,2026-09-02,10.09,10.2,9.62,9.64,15300,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
817.0,2026-09-02,876.0,889.9,871.0,885.4,19456,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
863.0,2026-09-02,875.05,890.0,858.25,873.9,10763,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
874.0,2026-09-02,28.3,29.35,27.5,28.9,2322,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
757.0,2026-09-02,1427.0,1434.9,1372.2,1384.9,230274,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
774.0,2026-09-02,1.0,1.0,1.0,1.0,5654832,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
775.0,2026-09-02,0.52,0.53,0.52,0.52,435438,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
759.0,2026-09-02,172.6,173.6,171.02,173.0,5580510,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
760.0,2026-09-02,159.75,164.7,158.1,163.83,2433047,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
761.0,2026-09-02,1015.3,1047.8,1002.0,1040.5,35036,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
762.0,2026-09-02,2223.9,2244.0,2200.0,2223.1,11285,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
763.0,2026-09-02,552.8,562.0,543.15,555.4,49632,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
764.0,2026-09-02,263.65,267.75,262.1,265.95,1018241,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
765.0,2026-09-02,891.65,904.5,887.35,896.4,7989,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
767.0,2026-09-02,115.5,122.18,114.5,122.18,186820,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
768.0,2026-09-02,167.0,170.0,166.5,167.47,67303,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
769.0,2026-09-02,773.95,773.95,757.05,762.0,11344,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
766.0,2026-09-02,1026.5,1040.0,1001.8,1004.4,53502,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
770.0,2026-09-02,1.85,1.85,1.77,1.85,7078382,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
771.0,2026-09-02,118.1,119.8,115.7,117.87,1435,,nse_symbols_consolidated.csv,2026-09-02,,1.0,False
