security_id,action_code,event_date,record_date,payment_date,old_value,new_value,adjustment_factor,confidence_score,confidence_flag,_source_file,_extracted_date,_quality_issues,_manual_review_required
,DIVIDEND,2026-08-14,2026-08-14,,100.0,,,0.7,MEDIUM,nse_symbols_consolidated.csv,2026-08-26,UNRESOLVED_SYMBOL,False
723.0,DIVIDEND,2026-08-14,2026-08-14,,2.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
767.0,DIVIDEND,2026-08-14,2026-08-14,,10.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
16.0,DIVIDEND,2026-08-14,2026-08-14,,10.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
844.0,DIVIDEND,2026-08-14,2026-08-14,,1.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
417.0,DIVIDEND,2026-08-14,2026-08-14,,10.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
117.0,DIVIDEND,2026-08-14,2026-08-14,,10.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
891.0,DIVIDEND,2026-08-14,2026-08-14,,5.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
949.0,DIVIDEND,2026-08-14,2026-08-14,,10.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
517.0,DIVIDEND,2026-08-14,2026-08-14,,10.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
2281.0,DIVIDEND,2026-08-14,2026-08-14,,2.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
2530.0,DIVIDEND,2026-08-14,2026-08-14,,10.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
2536.0,DIVIDEND,2026-08-14,2026-08-14,,10.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
1944.0,DIVIDEND,2026-08-14,2026-08-14,,10.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
1948.0,DIVIDEND,2026-08-14,2026-08-14,,1.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
,DIVIDEND,2026-08-14,2026-08-15,,100.0,,,0.7,MEDIUM,nse_symbols_consolidated.csv,2026-08-26,UNRESOLVED_SYMBOL,False
1067.0,DIVIDEND,2026-08-14,2026-08-14,,10.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
1205.0,DIVIDEND,2026-08-14,2026-08-14,,10.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
1237.0,DIVIDEND,2026-08-14,2026-08-14,,10.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
1957.0,DIVIDEND,2026-08-14,2026-08-14,,1.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
1315.0,DIVIDEND,2026-08-14,2026-08-14,,1.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
1756.0,DIVIDEND,2026-08-14,2026-08-14,,10.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
1789.0,DIVIDEND,2026-08-14,2026-08-14,,10.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
1802.0,DIVIDEND,2026-08-14,2026-08-14,,2.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
1831.0,DIVIDEND,2026-08-14,2026-08-14,,10.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
1835.0,DIVIDEND,2026-08-14,2026-08-14,,10.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
1853.0,DIVIDEND,2026-08-14,2026-08-14,,1.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
1375.0,DIVIDEND,2026-08-14,2026-08-14,,10.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
1889.0,DIVIDEND,2026-08-14,2026-08-14,,5.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
2116.0,DIVIDEND,2026-08-14,2026-08-14,,1.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
1414.0,DIVIDEND,2026-08-14,2026-08-14,,2.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
1443.0,DIVIDEND,2026-08-14,2026-08-14,,2.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
2205.0,DIVIDEND,2026-08-14,2026-08-14,,10.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
1528.0,DIVIDEND,2026-08-14,2026-08-14,,5.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
158.0,DIVIDEND,2026-08-14,2026-08-14,,10.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
,UNKNOWN,2026-08-17,2026-08-17,,100.0,,,0.55,LOW,nse_symbols_consolidated.csv,2026-08-26,"UNKNOWN_ACTION_TYPE,UNRESOLVED_SYMBOL",True
,DIVIDEND,2026-08-17,2026-08-17,,100.0,,,0.7,MEDIUM,nse_symbols_consolidated.csv,2026-08-26,UNRESOLVED_SYMBOL,False
573.0,DIVIDEND,2026-08-17,2026-08-17,,1.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
715.0,DIVIDEND,2026-08-17,2026-08-17,,10.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
295.0,DIVIDEND,2026-08-17,2026-08-17,,10.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
954.0,DIVIDEND,2026-08-17,2026-08-17,,10.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
1527.0,DIVIDEND,2026-08-17,2026-08-17,,1.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
987.0,DIVIDEND,2026-08-17,2026-08-17,,2.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
1659.0,DIVIDEND,2026-08-17,2026-08-17,,2.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
1716.0,DIVIDEND,2026-08-17,2026-08-17,,5.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
2078.0,DIVIDEND,2026-08-17,2026-08-17,,2.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
2093.0,DIVIDEND,2026-08-17,2026-08-17,,10.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
1370.0,DIVIDEND,2026-08-17,2026-08-17,,2.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
976.0,DIVIDEND,2026-08-17,2026-08-17,,10.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
1005.0,CAPITAL_REDUCTION,2026-08-18,2026-08-18,,10.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
2229.0,DIVIDEND,2026-08-18,2026-08-18,,10.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
,UNKNOWN,2026-08-18,2026-08-18,,100.0,,,0.55,LOW,nse_symbols_consolidated.csv,2026-08-26,"UNKNOWN_ACTION_TYPE,UNRESOLVED_SYMBOL",True
1553.0,DIVIDEND,2026-08-18,2026-08-18,,5.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
2289.0,DIVIDEND,2026-08-18,2026-08-18,,10.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
1133.0,DIVIDEND,2026-08-18,2026-08-18,,2.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
1216.0,SPLIT,2026-08-18,2026-08-18,,0.5,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
,UNKNOWN,2026-08-18,2026-08-18,,100.0,,,0.55,LOW,nse_symbols_consolidated.csv,2026-08-26,"UNKNOWN_ACTION_TYPE,UNRESOLVED_SYMBOL",True
1879.0,DIVIDEND,2026-08-18,2026-08-18,,2.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
1882.0,DIVIDEND,2026-08-18,2026-08-18,,10.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
1434.0,DIVIDEND,2026-08-18,2026-08-18,,10.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
1911.0,DIVIDEND,2026-08-18,2026-08-18,,10.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
2161.0,DIVIDEND,2026-08-18,2026-08-18,,10.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
2190.0,DIVIDEND,2026-08-18,2026-08-18,,5.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
644.0,DIVIDEND,2026-08-18,2026-08-18,,2.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
,DIVIDEND,2026-08-19,2026-08-19,,100.0,,,0.7,MEDIUM,nse_symbols_consolidated.csv,2026-08-26,UNRESOLVED_SYMBOL,False
,DIVIDEND,2026-08-19,2026-08-19,,100.0,,,0.7,MEDIUM,nse_symbols_consolidated.csv,2026-08-26,UNRESOLVED_SYMBOL,False
304.0,DIVIDEND,2026-08-19,2026-08-19,,5.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
740.0,DIVIDEND,2026-08-19,2026-08-19,,5.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
449.0,DIVIDEND,2026-08-19,2026-08-19,,1.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
884.0,DIVIDEND,2026-08-19,2026-08-19,,5.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
967.0,DIVIDEND,2026-08-19,2026-08-19,,10.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
,UNKNOWN,2026-08-19,2026-08-19,,100.0,,,0.55,LOW,nse_symbols_consolidated.csv,2026-08-26,"UNKNOWN_ACTION_TYPE,UNRESOLVED_SYMBOL",True
1107.0,DIVIDEND,2026-08-19,2026-08-19,,2.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
1130.0,DIVIDEND,2026-08-19,2026-08-19,,10.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
,DIVIDEND,2026-08-19,2026-08-19,,100.0,,,0.7,MEDIUM,nse_symbols_consolidated.csv,2026-08-26,UNRESOLVED_SYMBOL,False
1652.0,DIVIDEND,2026-08-19,2026-08-19,,10.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
1238.0,DIVIDEND,2026-08-19,2026-08-19,,10.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
1264.0,RIGHTS,2026-08-19,2026-08-19,,2.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
1303.0,DIVIDEND,2026-08-19,2026-08-19,,10.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
2236.0,DIVIDEND,2026-08-19,2026-08-19,,10.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
628.0,DIVIDEND,2026-08-19,2026-08-19,,10.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
537.0,DIVIDEND,2026-08-20,2026-08-20,,10.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
1516.0,DIVIDEND,2026-08-20,2026-08-20,,2.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
1560.0,DIVIDEND,2026-08-20,2026-08-20,,2.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
1561.0,DIVIDEND,2026-08-20,2026-08-20,,2.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
1603.0,DIVIDEND,2026-08-20,2026-08-20,,2.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
1170.0,DIVIDEND,2026-08-20,2026-08-20,,10.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
1269.0,DIVIDEND,2026-08-20,2026-08-20,,1.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
1285.0,DIVIDEND,2026-08-20,2026-08-20,,2.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
2039.0,DIVIDEND,2026-08-20,2026-08-20,,10.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
1391.0,DIVIDEND,2026-08-20,2026-08-20,,1.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
1405.0,DIVIDEND,2026-08-20,2026-08-20,,5.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
2170.0,DIVIDEND,2026-08-20,2026-08-20,,5.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
1496.0,DIVIDEND,2026-08-20,2026-08-20,,2.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
2439.0,RIGHTS,2026-08-20,2026-08-20,,10.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
484.0,DIVIDEND,2026-08-20,2026-08-20,,2.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
132.0,DIVIDEND,2026-08-21,2026-08-21,,10.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
2465.0,DIVIDEND,2026-08-21,2026-08-21,,2.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
610.0,DIVIDEND,2026-08-21,2026-08-21,,10.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
642.0,DIVIDEND,2026-08-21,2026-08-21,,10.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
764.0,CAPITAL_REDUCTION,2026-08-21,2026-08-21,,5.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
840.0,BONUS,2026-08-21,2026-08-21,,0.3333333333333333,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
103.0,DIVIDEND,2026-08-21,2026-08-21,,10.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
113.0,DIVIDEND,2026-08-21,2026-08-21,,10.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
889.0,DIVIDEND,2026-08-21,2026-08-21,,2.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
1559.0,DIVIDEND,2026-08-21,2026-08-21,,1.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
2548.0,DIVIDEND,2026-08-21,2026-08-21,,1.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
1119.0,DIVIDEND,2026-08-21,2026-08-21,,1.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
1141.0,DIVIDEND,2026-08-21,2026-08-21,,2.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
1611.0,DIVIDEND,2026-08-21,2026-08-21,,10.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
1168.0,DIVIDEND,2026-08-21,2026-08-21,,10.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
1675.0,DIVIDEND,2026-08-21,2026-08-21,,2.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
1675.0,DIVIDEND,2026-08-21,2026-08-21,,2.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
1261.0,DIVIDEND,2026-08-21,2026-08-21,,1.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
1740.0,DIVIDEND,2026-08-21,2026-08-21,,2.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
1984.0,DIVIDEND,2026-08-21,2026-08-21,,10.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
1308.0,DIVIDEND,2026-08-21,2026-08-21,,2.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
2044.0,DIVIDEND,2026-08-21,2026-08-21,,2.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
1807.0,DIVIDEND,2026-08-21,2026-08-21,,10.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
2089.0,MERGER,2026-08-21,2026-08-22,,2.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
2089.0,MERGER,2026-08-21,2026-08-22,,2.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
1403.0,DIVIDEND,2026-08-21,2026-08-21,,5.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
2117.0,DIVIDEND,2026-08-21,2026-08-21,,2.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
2378.0,DIVIDEND,2026-08-21,2026-08-21,,10.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
1924.0,DIVIDEND,2026-08-21,2026-08-21,,10.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
2406.0,DIVIDEND,2026-08-21,2026-08-21,,10.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
1469.0,DIVIDEND,2026-08-21,2026-08-21,,10.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
2207.0,DIVIDEND,2026-08-21,2026-08-21,,5.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
2426.0,DIVIDEND,2026-08-21,2026-08-22,,10.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
570.0,DIVIDEND,2026-08-21,2026-08-21,,5.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
139.0,DIVIDEND,2026-08-24,2026-08-24,,2.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
797.0,DIVIDEND,2026-08-24,2026-08-24,,10.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
801.0,DIVIDEND,2026-08-24,2026-08-24,,2.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
1000.0,DIVIDEND,2026-08-24,2026-08-24,,2.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
1518.0,DIVIDEND,2026-08-24,2026-08-24,,5.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
1071.0,DIVIDEND,2026-08-24,2026-08-24,,1.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
1685.0,DIVIDEND,2026-08-24,2026-08-24,,1.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
1993.0,DIVIDEND,2026-08-24,2026-08-24,,5.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
2091.0,DIVIDEND,2026-08-24,2026-08-24,,10.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
2264.0,SPLIT,2026-08-24,2026-08-24,,0.5,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
568.0,DIVIDEND,2026-08-25,2026-08-25,,10.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
596.0,DIVIDEND,2026-08-25,2026-08-26,,10.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
630.0,RIGHTS,2026-08-25,2026-08-25,,1.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
252.0,DIVIDEND,2026-08-25,2026-08-26,,1.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
502.0,SPLIT,2026-08-25,2026-08-26,,0.1,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
1394.0,DIVIDEND,2026-08-25,2026-08-26,,10.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
1968.0,DIVIDEND,2026-08-25,2026-08-26,,2.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
1756.0,DIVIDEND,2026-08-25,2026-08-26,,10.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
1793.0,RIGHTS,2026-08-25,2026-08-25,,10.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
1826.0,RIGHTS,2026-08-25,2026-08-26,,10.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
1587.0,DIVIDEND,2026-08-25,2026-08-26,,10.0,,,1.0,HIGH,nse_symbols_consolidated.csv,2026-08-26,,False
